lon,lat,course,timestamp,speed,seg_id,timestamp_destination,lon_destination,lat_destination
70.292615,76.1236516667,14.1999998093,2017-04-09 01:07:59+00:00,10.6000003815,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
57.1759333333,76.2913833333,259.799987793,2017-04-10 01:27:20+00:00,10.6000003815,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
47.1662333333,73.9354333333,224.5,2017-04-11 00:40:12+00:00,9.3999996185,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
39.8199333333,70.87415,232.3000030518,2017-04-12 02:05:13+00:00,9.6999998093,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
33.05965,68.9846,333.9,2017-04-13 00:06:03+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
33.0596333333,68.9845333333,10.8000001907,2017-04-14 00:55:48+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
33.05968333333333,68.98455,24.4,2017-04-15 01:10:16+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
33.0596666667,68.9845333333,24.1000003815,2017-04-16 00:45:18+00:00,0.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
36.8597,70.4421516667,43.0999984741,2017-04-17 02:05:24+00:00,7.4000000954,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
44.0247333333,72.7321166667,44.0999984741,2017-04-18 01:16:36+00:00,9.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
52.8285333333,75.1885333333,45.4000015259,2017-04-19 00:14:51+00:00,9.0,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
67.3011833333,77.2856333333,65.5,2017-04-20 03:02:26+00:00,9.1000003815,273133200-2017-03-09T11:16:52.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
68.7552666667,77.3049,229.1000061035,2017-04-22 00:14:45+00:00,0.400000006,273133200-2017-04-22T00:14:45.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
68.5634,77.30265,276.299987793,2017-04-23 00:48:35+00:00,0.5,273133200-2017-04-22T00:14:45.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
68.6555,77.2689333333,178.5,2017-04-24 01:08:16+00:00,0.3000000119,273133200-2017-04-22T00:14:45.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
68.8642833333,77.2524333333,250.1999969482,2017-04-25 00:17:05+00:00,0.1000000015,273133200-2017-04-22T00:14:45.000000Z-1,2018-05-15 11:44:03+00:00,3.1027,52.2954666667
